AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
kk nagar,abnormal,1,commercial,nosewr,paved,RH,8,1550,2.0,1.0,4,13827160
chrompet,abnormal,0,commercial,nosewr,noaccess,RH,21,1091,1.0,1.0,3,11469350
t nagar,normalsale,1,house,elo,noaccess,RH,28,1515,1.0,1.0,4,10676410
adyar,normalsale,1,other,elo,paved,I,17,893,1.0,1.0,3,8299955
chrompet,abnormal,0,other,nosewr,noaccess,RH,34,930,1.0,1.0,3,6830600
chrompet,partial,1,house,nosewr,noaccess,RL,16,715,1.0,1.0,2,6960000
chrompet,adjland,1,other,nosewr,gravel,RH,35,1211,2.0,1.0,4,10666520
adyar,partial,0,other,nosewr,gravel,I,13,1158,1.0,1.0,3,8925995
anna nagar,family,0,house,nosewr,noaccess,RL,18,1836,2.0,1.0,5,11892560
chrompet,adjland,0,other,nosewr,noaccess,RM,34,807,1.0,1.0,3,7906290
adyar,normalsale,0,other,elo,noaccess,A,13,1129,1.0,1.0,3,6579195
chrompet,partial,1,commercial,nosewr,noaccess,RL,37,1000,1.0,1.0,3,11701750
chrompet,partial,1,other,nosewr,gravel,RM,21,844,1.0,1.0,3,9767030
t nagar,family,1,other,nosewr,noaccess,RH,11,1601,1.0,1.0,4,12227500
karapakkam,abnormal,1,other,nosewr,noaccess,RL,43,835,1.0,1.0,2,6410875
velachery,adjland,0,other,nosewr,gravel,RL,44,1809,3.0,2.0,5,11076280
chrompet,adjland,1,house,nosewr,paved,RH,12,1074,1.0,1.0,3,9292400
velachery,partial,0,other,nosewr,gravel,RM,19,1782,2.0,1.0,4,11139830
velachery,normalsale,1,commercial,elo,gravel,RM,46,1706,2.0,1.0,4,15990020
karapakkam,abnormal,1,commercial,allpub,gravel,RH,48,572,1.0,1.0,2,7586000
chrompet,partial,1,commercial,elo,noaccess,RL,6,831,1.0,1.0,3,10904100
kk nagar,normalsale,0,commercial,nosewr,gravel,RM,25,2112,3.0,2.0,5,17489700
velachery,adjland,0,house,allpub,gravel,RL,24,1960,3.0,2.0,5,11401230
anna nagar,partial,1,other,nosewr,noaccess,RH,36,1776,1.0,1.0,4,12373200
karapakkam,adjland,1,other,allpub,paved,RH,26,1050,1.0,1.0,3,7877250
velachery,family,1,house,allpub,paved,RH,31,1725,2.0,1.0,4,9767120
chrompet,partial,0,commercial,elo,noaccess,RH,27,878,1.0,1.0,3,9258050
adyar,abnormal,1,house,nosewr,gravel,C,23,1018,1.0,1.0,3,8136645
chrompet,family,1,house,nosewr,noaccess,RH,13,1011,1.0,1.0,3,8000150
kk nagar,family,0,other,allpub,gravel,RH,29,1307,1.0,1.0,3,8358120
velachery,normalsale,1,other,nosewr,paved,RM,31,1835,3.0,2.0,5,12153420
karapakkam,abnormal,0,house,nosewr,gravel,A,49,1262,1.0,1.0,3,4864750
karapakkam,adjland,0,house,elo,paved,C,47,698,1.0,1.0,2,3717250
chrompet,adjland,1,commercial,elo,noaccess,RM,14,1087,1.0,1.0,3,13839900
velachery,adjland,1,house,allpub,paved,RL,30,1923,3.0,2.0,5,11514650
chrompet,family,1,house,nosewr,gravel,RH,38,780,1.0,1.0,2,7497100
chrompet,partial,0,house,elo,paved,RM,16,973,1.0,1.0,3,8316400
karapakkam,adjland,1,other,nosewr,gravel,A,32,679,1.0,1.0,2,5237125
chrompet,abnormal,1,house,nosewr,gravel,RH,39,964,1.0,1.0,3,8460450
karapakkam,abnormal,1,commercial,allpub,noaccess,RH,15,640,1.0,1.0,2,7428250
chrompet,adjland,0,house,allpub,gravel,RH,5,850,1.0,1.0,3,8209950
anna nagar,abnormal,1,house,elo,paved,RH,31,1970,2.0,1.0,5,13137420
kk nagar,family,1,other,nosewr,gravel,RL,9,1470,2.0,1.0,4,10708580
chrompet,family,0,commercial,nosewr,paved,RM,28,1105,1.0,1.0,3,12997600
kk nagar,partial,0,house,nosewr,paved,RM,6,2198,3.0,2.0,5,11302520
karapakkam,family,0,house,allpub,gravel,C,18,675,1.0,1.0,2,4642000
kk nagar,abnormal,1,house,nosewr,gravel,RM,10,1326,1.0,1.0,3,10260000
chrompet,adjland,0,house,allpub,paved,RL,28,932,1.0,1.0,3,8120800
karapakkam,normalsale,0,commercial,allpub,paved,I,19,501,1.0,1.0,2,5623250
adyar,adjland,0,other,allpub,paved,RM,40,1072,1.0,1.0,3,10280800
karapakkam,abnormal,1,house,nosewr,noaccess,A,50,1648,2.0,2.0,4,5798500
t nagar,family,0,other,elo,paved,RH,19,1745,1.0,1.0,4,12197980
t nagar,adjland,1,other,elo,gravel,RL,26,1616,1.0,1.0,4,14238900
kk nagar,partial,0,other,nosewr,gravel,RM,20,1605,2.0,1.0,4,10305500
chrompet,abnormal,1,house,elo,gravel,RH,7,1094,1.0,1.0,3,9402450
karapakkam,abnormal,1,commercial,nosewr,gravel,I,19,834,1.0,1.0,2,8687250
chrompet,normalsale,0,house,nosewr,paved,RM,15,898,1.0,1.0,3,8427650
kk nagar,partial,0,house,nosewr,paved,RL,27,1864,3.0,2.0,5,9524740
kk nagar,abnormal,0,house,nosewr,paved,RH,21,2097,3.0,2.0,5,9819020
karapakkam,partial,1,house,allpub,gravel,RH,8,1459,2.0,2.0,4,9017500
karapakkam,adjland,1,other,nosewr,noaccess,RL,33,1459,2.0,2.0,4,8899375
velachery,partial,0,house,elo,paved,RL,13,1912,3.0,2.0,5,9886560
anna nagar,family,1,house,nosewr,noaccess,RM,26,1842,2.0,1.0,5,13164420
velachery,abnormal,1,commercial,allpub,paved,RL,15,1627,2.0,1.0,4,15456650
karapakkam,abnormal,1,other,nosewr,gravel,RL,37,1014,1.0,1.0,3,8397000
velachery,adjland,0,other,nosewr,paved,A,23,1537,2.0,1.0,4,7626210
anna nagar,partial,1,other,elo,paved,RH,43,1614,1.0,1.0,4,11994130
karapakkam,family,1,commercial,nosewr,gravel,C,21,1516,2.0,2.0,4,11543750
karapakkam,normalsale,0,commercial,nosewr,paved,RM,28,806,1.0,1.0,2,8653000
chrompet,normalsale,1,house,nosewr,gravel,RL,17,1129,1.0,1.0,3,10056950
adyar,partial,0,house,allpub,paved,A,31,941,1.0,1.0,3,5455965
karapakkam,partial,1,house,allpub,noaccess,A,40,1166,1.0,1.0,3,4674000
kk nagar,family,1,house,allpub,paved,RH,10,2241,4.0,2.0,6,11692000
adyar,adjland,1,house,allpub,noaccess,RL,18,1300,2.0,2.0,4,10790770
chrompet,abnormal,1,house,allpub,paved,RH,36,1145,1.0,1.0,3,8894000
t nagar,abnormal,1,house,nosewr,gravel,RL,11,1865,2.0,1.0,5,14263020
chrompet,family,0,commercial,nosewr,noaccess,RH,7,1168,1.0,1.0,3,12162650
chrompet,abnormal,1,other,allpub,paved,RM,4,827,1.0,1.0,3,9878990
adyar,partial,0,other,nosewr,gravel,RH,25,1185,1.0,1.0,3,9459475
adyar,adjland,1,other,elo,gravel,RL,29,1151,1.0,1.0,3,11337335
adyar,family,0,other,nosewr,gravel,C,37,616,1.0,1.0,2,5301855
chrompet,family,1,commercial,nosewr,noaccess,RM,26,700,1.0,1.0,2,10163100
adyar,partial,1,commercial,nosewr,noaccess,C,31,922,1.0,1.0,3,9892565
kk nagar,adjland,1,commercial,nosewr,gravel,RL,16,1505,2.0,1.0,4,14753320
adyar,abnormal,0,house,allpub,paved,A,20,1208,2.0,2.0,4,7137900
kk nagar,normalsale,0,other,allpub,gravel,RH,14,1400,2.0,1.0,4,9150280
chrompet,normalsale,0,other,allpub,noaccess,RL,26,1205,2.0,1.0,4,9127350
chrompet,family,0,other,allpub,paved,RH,12,818,1.0,1.0,3,7482260
velachery,partial,1,house,elo,noaccess,RH,43,1789,2.0,1.0,4,8640110
chrompet,abnormal,0,other,nosewr,noaccess,RL,33,1098,1.0,1.0,3,8259010
kk nagar,adjland,0,other,allpub,paved,RL,8,2035,3.0,2.0,5,11899860
karapakkam,partial,1,house,allpub,noaccess,A,17,1243,1.0,1.0,3,5323250
karapakkam,family,0,commercial,nosewr,gravel,A,12,844,1.0,1.0,2,6614000
karapakkam,normalsale,1,house,nosewr,noaccess,A,48,615,1.0,1.0,2,3189500
anna nagar,normalsale,1,other,elo,noaccess,RL,21,1854,2.0,1.0,5,13938740
chrompet,family,1,house,allpub,gravel,RH,38,888,1.0,1.0,3,8263500
adyar,adjland,0,house,elo,paved,A,15,657,1.0,1.0,2,4937025
chrompet,normalsale,0,commercial,nosewr,noaccess,RH,36,1283,2.0,1.0,4,12502800
t nagar,adjland,1,house,nosewr,gravel,RL,36,1715,1.0,1.0,4,13554470
karapakkam,normalsale,1,house,nosewr,paved,RL,26,1655,2.0,2.0,4,9347000
karapakkam,partial,1,house,nosewr,paved,C,7,1013,1.0,1.0,3,5822750
chrompet,partial,1,commercial,allpub,paved,RM,13,763,1.0,1.0,2,11726550
t nagar,normalsale,1,commercial,elo,gravel,RM,19,1881,2.0,1.0,5,22686330
chrompet,family,0,commercial,nosewr,noaccess,RM,7,928,1.0,1.0,3,11398650
karapakkam,family,0,house,elo,paved,RH,27,1149,1.0,1.0,3,6142750
karapakkam,abnormal,0,other,elo,gravel,C,40,1255,1.0,1.0,3,6020125
adyar,normalsale,1,house,allpub,noaccess,RM,24,1160,1.0,1.0,3,10208460
velachery,family,1,commercial,allpub,noaccess,C,25,1544,2.0,1.0,4,12204650
karapakkam,abnormal,0,house,nosewr,gravel,RL,23,1058,1.0,1.0,3,7370250
velachery,adjland,0,other,elo,gravel,C,7,1765,2.0,1.0,4,9613940
adyar,adjland,1,commercial,allpub,noaccess,C,21,864,1.0,1.0,3,10436115
karapakkam,normalsale,1,commercial,nosewr,gravel,RH,38,1374,2.0,2.0,4,11837500
chrompet,family,0,other,nosewr,noaccess,RH,17,1072,1.0,1.0,3,7775990
chrompet,family,1,commercial,nosewr,noaccess,RH,21,1087,1.0,1.0,3,12318550
anna nagar,family,0,house,allpub,noaccess,RH,39,1645,1.0,1.0,4,10038630
karapakkam,normalsale,1,commercial,nosewr,gravel,C,24,895,1.0,1.0,3,8346000
anna nagar,normalsale,0,other,nosewr,noaccess,RL,35,1587,1.0,1.0,4,11569710
velachery,abnormal,0,house,nosewr,gravel,RL,55,1531,2.0,1.0,4,8672000
kk nagar,partial,1,other,nosewr,paved,RM,18,1689,2.0,1.0,4,11217940
karapakkam,abnormal,0,house,allpub,gravel,RH,33,613,1.0,1.0,2,5425250
kk nagar,normalsale,1,other,nosewr,paved,RH,14,2494,4.0,2.0,6,13347960
velachery,normalsale,0,house,elo,noaccess,C,17,1545,2.0,1.0,4,6629690
velachery,normalsale,1,other,nosewr,gravel,RL,44,1550,2.0,1.0,4,10757980
kk nagar,abnormal,1,commercial,nosewr,paved,RL,14,2318,4.0,2.0,6,18690080
kk nagar,normalsale,1,house,allpub,gravel,RL,5,2481,4.0,2.0,6,13638900
velachery,family,0,commercial,nosewr,noaccess,I,18,1552,2.0,1.0,4,11881010
karapakkam,partial,1,commercial,elo,gravel,RL,10,943,1.0,1.0,3,10297500
t nagar,abnormal,0,house,nosewr,gravel,RH,14,1635,1.0,1.0,4,11544130
karapakkam,normalsale,1,commercial,elo,paved,C,14,1121,1.0,1.0,3,8947500
karapakkam,partial,1,other,elo,paved,RH,41,1241,1.0,1.0,3,7399625
velachery,normalsale,1,house,nosewr,gravel,A,44,1869,3.0,2.0,5,8815630
chrompet,adjland,1,house,nosewr,paved,RM,36,1264,2.0,1.0,4,10977400
velachery,family,1,house,nosewr,gravel,I,7,1558,2.0,1.0,4,9470890
chrompet,normalsale,1,commercial,allpub,paved,RL,34,765,1.0,1.0,2,10961500
chrompet,normalsale,1,house,nosewr,gravel,RM,38,950,1.0,1.0,3,9817500
chrompet,family,1,commercial,allpub,paved,RL,5,1248,2.0,1.0,4,15195150
karapakkam,partial,1,other,elo,noaccess,A,6,901,1.0,1.0,3,4678875
karapakkam,normalsale,0,house,nosewr,gravel,RH,12,1410,2.0,2.0,4,7976000
kk nagar,normalsale,0,house,allpub,gravel,RM,16,2263,4.0,2.0,6,12336720
t nagar,partial,0,other,elo,paved,RL,31,1745,1.0,1.0,4,12486170
kk nagar,family,0,commercial,nosewr,gravel,RM,29,2100,3.0,2.0,5,17101580
kk nagar,normalsale,1,commercial,allpub,gravel,RL,9,2414,4.0,2.0,6,20151580
chrompet,family,1,other,nosewr,noaccess,RM,10,793,1.0,1.0,2,8702510
anna nagar,partial,1,commercial,nosewr,gravel,RH,14,1502,1.0,1.0,4,17876680
karapakkam,family,1,other,allpub,noaccess,A,10,748,1.0,1.0,2,4555000
chrompet,partial,0,house,nosewr,gravel,RL,32,788,1.0,1.0,2,7130400
karapakkam,abnormal,0,commercial,allpub,noaccess,C,38,1341,2.0,2.0,4,8469500
anna nagar,normalsale,1,other,nosewr,noaccess,RL,33,1571,1.0,1.0,4,12511690
adyar,abnormal,1,commercial,nosewr,noaccess,C,22,944,1.0,1.0,3,10559330
chrompet,normalsale,0,house,nosewr,paved,RM,13,1206,2.0,1.0,4,9696550
karapakkam,normalsale,0,commercial,nosewr,gravel,RH,48,1465,2.0,2.0,4,11015000
chrompet,abnormal,1,other,nosewr,noaccess,RH,11,707,1.0,1.0,2,7191840
velachery,abnormal,0,other,allpub,noaccess,C,45,1968,3.0,2.0,5,8620150
chrompet,normalsale,1,other,allpub,noaccess,RM,34,813,1.0,1.0,3,8836310
karapakkam,normalsale,1,commercial,nosewr,paved,C,35,586,1.0,1.0,2,5852250
karapakkam,normalsale,0,house,nosewr,paved,I,42,1671,2.0,2.0,4,6843000
velachery,abnormal,1,commercial,elo,noaccess,RM,14,1740,2.0,1.0,4,15673080
velachery,normalsale,1,commercial,elo,noaccess,RM,48,1633,2.0,1.0,4,14483410
karapakkam,adjland,1,other,nosewr,paved,RL,31,550,1.0,1.0,2,6804500
adyar,normalsale,1,house,elo,noaccess,C,5,1267,2.0,2.0,4,8380775
adyar,partial,1,other,nosewr,noaccess,RH,22,916,1.0,1.0,3,8165230
t nagar,family,1,commercial,elo,paved,RM,6,1872,2.0,1.0,5,22201820
chrompet,adjland,0,house,elo,gravel,RL,22,1148,1.0,1.0,3,9311100
kk nagar,adjland,0,commercial,nosewr,gravel,RM,14,1840,3.0,2.0,5,16377280
karapakkam,abnormal,0,other,nosewr,paved,RH,42,586,1.0,1.0,2,4737250
karapakkam,normalsale,0,commercial,nosewr,noaccess,C,8,1121,1.0,1.0,3,7446000
kk nagar,normalsale,0,commercial,allpub,gravel,RH,11,2430,4.0,2.0,6,18554220
kk nagar,partial,0,house,nosewr,gravel,RH,24,2256,4.0,2.0,6,10538280
chrompet,family,0,commercial,allpub,gravel,RL,33,1280,2.0,1.0,4,14468350
chrompet,family,1,commercial,allpub,paved,RL,36,1184,1.0,1.0,3,14032000
anna nagar,normalsale,0,commercial,nosewr,paved,RM,6,1775,1.0,1.0,4,20551520
chrompet,partial,1,other,elo,paved,RH,30,1062,1.0,1.0,3,8819440
chrompet,family,1,commercial,allpub,gravel,RL,33,823,1.0,1.0,3,11935150
velachery,family,1,other,elo,gravel,C,40,1626,2.0,1.0,4,9092600
karapakkam,normalsale,1,commercial,nosewr,paved,A,28,774,1.0,1.0,2,6390000
velachery,normalsale,1,other,elo,noaccess,RL,5,1627,2.0,1.0,4,10449500
kk nagar,abnormal,1,house,nosewr,gravel,RL,6,2078,3.0,2.0,5,12142520
anna nagar,abnormal,1,house,elo,paved,RH,30,1740,1.0,1.0,4,12115600
adyar,normalsale,1,commercial,elo,gravel,I,39,630,1.0,1.0,2,9386685
karapakkam,normalsale,1,commercial,nosewr,noaccess,RH,6,1474,2.0,2.0,4,11581500
chrompet,abnormal,0,other,allpub,gravel,RL,22,1114,1.0,1.0,3,9791680
chrompet,normalsale,0,commercial,allpub,noaccess,RL,7,1188,1.0,1.0,3,13144050
chrompet,abnormal,0,other,nosewr,noaccess,RL,23,1273,2.0,1.0,4,9283260
velachery,abnormal,1,commercial,elo,noaccess,RM,19,1884,3.0,2.0,5,16515880
karapakkam,partial,1,house,elo,gravel,C,49,1550,2.0,2.0,4,7079750
adyar,normalsale,0,other,allpub,paved,RL,34,1208,2.0,2.0,4,10253410
chrompet,partial,1,commercial,allpub,paved,RH,6,1231,2.0,1.0,4,14256100
chrompet,adjland,0,commercial,allpub,paved,RM,11,914,1.0,1.0,3,12493850
velachery,adjland,1,house,elo,gravel,I,27,1578,2.0,1.0,4,9489290
chrompet,adjland,1,house,nosewr,noaccess,RL,16,938,1.0,1.0,3,8766600
kk nagar,normalsale,0,other,nosewr,paved,RM,24,2240,4.0,2.0,6,12436280
t nagar,normalsale,0,commercial,nosewr,paved,RM,22,1595,1.0,1.0,4,18673590
kk nagar,normalsale,1,commercial,nosewr,gravel,RH,12,2438,4.0,2.0,6,19369040
chrompet,normalsale,0,other,elo,paved,RM,31,707,1.0,1.0,2,7582840
velachery,family,1,other,nosewr,gravel,RM,48,1697,2.0,1.0,4,11750710
kk nagar,abnormal,0,commercial,nosewr,paved,RH,21,2049,3.0,2.0,5,15247820
anna nagar,adjland,1,other,elo,gravel,RM,35,1775,1.0,1.0,4,15310800
karapakkam,adjland,0,house,nosewr,gravel,A,10,957,1.0,1.0,3,5180000
karapakkam,adjland,0,other,elo,gravel,C,7,1592,2.0,2.0,4,8033250
kk nagar,adjland,0,other,allpub,paved,RL,14,2317,4.0,2.0,6,12871040
chrompet,abnormal,0,other,nosewr,noaccess,RH,35,742,1.0,1.0,2,5925790
chrompet,family,0,other,allpub,paved,RH,22,763,1.0,1.0,2,7036410
velachery,abnormal,1,commercial,elo,gravel,RH,13,1738,2.0,1.0,4,15676760
chrompet,normalsale,1,house,nosewr,noaccess,RM,21,791,1.0,1.0,2,8285550
anna nagar,normalsale,0,commercial,elo,noaccess,RM,34,1662,1.0,1.0,4,18293830
anna nagar,family,0,other,nosewr,gravel,RM,40,1794,1.0,1.0,4,13876620
chrompet,normalsale,0,house,allpub,gravel,RL,25,841,1.0,1.0,3,8142550
adyar,adjland,1,commercial,allpub,noaccess,RH,21,702,1.0,1.0,2,10353315
karapakkam,abnormal,1,other,nosewr,gravel,I,49,1009,1.0,1.0,3,6878625
kk nagar,normalsale,0,commercial,nosewr,gravel,RL,23,1522,2.0,1.0,4,13456660
adyar,normalsale,0,other,nosewr,noaccess,RM,18,1274,2.0,2.0,4,10588470
kk nagar,abnormal,0,house,allpub,gravel,RL,25,2175,3.0,2.0,5,11346500
kk nagar,partial,1,house,nosewr,gravel,RL,22,2101,3.0,2.0,5,11642240
adyar,normalsale,0,other,nosewr,paved,RL,34,837,1.0,1.0,3,8005310
anna nagar,abnormal,1,commercial,elo,gravel,RM,6,1845,2.0,1.0,5,22619470
adyar,normalsale,0,house,elo,noaccess,I,7,1245,2.0,2.0,4,7828105
velachery,adjland,0,other,nosewr,gravel,RM,16,1510,2.0,1.0,4,11077770
velachery,normalsale,1,house,nosewr,paved,C,52,1562,2.0,1.0,4,7584040
chrompet,normalsale,0,house,nosewr,noaccess,RM,16,792,1.0,1.0,2,7387600
chrompet,abnormal,0,commercial,nosewr,gravel,RL,16,1124,1.0,1.0,3,13370400
velachery,adjland,0,commercial,nosewr,paved,RL,32,1917,3.0,2.0,5,16094990
velachery,normalsale,0,commercial,nosewr,paved,RH,44,1910,3.0,2.0,5,15030330
adyar,partial,1,house,allpub,noaccess,C,12,1151,1.0,1.0,3,7666980
kk nagar,family,0,commercial,nosewr,paved,RL,7,2158,3.0,2.0,5,16918940
karapakkam,partial,1,house,allpub,noaccess,RL,49,1464,2.0,2.0,4,7732750
chrompet,adjland,1,commercial,allpub,noaccess,RM,33,883,1.0,1.0,3,12231750
karapakkam,abnormal,0,house,nosewr,noaccess,RM,27,532,1.0,1.0,2,5283250
kk nagar,partial,0,house,nosewr,paved,RL,26,1925,3.0,2.0,5,9570520
chrompet,partial,1,other,elo,gravel,RL,34,1067,1.0,1.0,3,9842290
chrompet,adjland,0,commercial,nosewr,gravel,RL,25,801,1.0,1.0,3,11064550
kk nagar,normalsale,1,other,allpub,gravel,RH,8,1536,2.0,1.0,4,10706080
velachery,adjland,1,other,allpub,noaccess,RL,48,1505,2.0,1.0,4,9834610
chrompet,abnormal,0,commercial,allpub,noaccess,RM,13,849,1.0,1.0,3,10980150
velachery,partial,0,other,nosewr,gravel,RH,40,1514,2.0,1.0,4,8935900
chrompet,abnormal,0,commercial,allpub,noaccess,RH,26,1181,1.0,1.0,3,12089100
t nagar,partial,0,house,nosewr,gravel,RL,30,1773,1.0,1.0,4,11966700
anna nagar,partial,0,house,nosewr,gravel,RL,38,1906,2.0,1.0,5,12755110
chrompet,family,0,commercial,nosewr,paved,RM,38,1061,1.0,1.0,3,12617700
velachery,abnormal,1,commercial,nosewr,paved,A,29,1520,2.0,1.0,4,11872680
kk nagar,family,1,commercial,allpub,paved,RH,27,1564,2.0,1.0,4,13566940
velachery,family,1,other,elo,gravel,C,46,1900,3.0,2.0,5,10080770
chrompet,normalsale,1,other,nosewr,paved,RH,7,1120,1.0,1.0,3,9914650
karapakkam,family,0,other,elo,paved,C,23,1147,1.0,1.0,3,5352875
chrompet,normalsale,0,house,nosewr,noaccess,RM,20,1087,1.0,1.0,3,8499600
karapakkam,partial,1,house,allpub,noaccess,RH,18,955,1.0,1.0,3,6221000
karapakkam,normalsale,0,other,nosewr,gravel,C,12,545,1.0,1.0,2,4591875
kk nagar,abnormal,0,commercial,allpub,gravel,RL,29,1494,2.0,1.0,4,13331980
karapakkam,partial,1,commercial,nosewr,paved,RL,20,1649,2.0,2.0,4,13264000
adyar,family,1,commercial,nosewr,paved,RM,6,1297,2.0,2.0,4,16625090
karapakkam,family,0,other,elo,gravel,A,29,676,1.0,1.0,2,3741250
anna nagar,family,1,house,allpub,noaccess,RM,28,1523,1.0,1.0,4,12010860
anna nagar,normalsale,0,other,elo,noaccess,RL,9,1704,1.0,1.0,4,12432100
karapakkam,partial,1,other,allpub,noaccess,RH,6,827,1.0,1.0,2,6421125
chrompet,adjland,0,house,elo,noaccess,RL,4,897,1.0,1.0,3,7649800
karapakkam,normalsale,1,house,elo,paved,RH,16,1024,1.0,1.0,3,7119000
kk nagar,partial,1,other,nosewr,paved,RM,18,1707,2.0,1.0,4,11187900
t nagar,abnormal,1,house,elo,noaccess,RL,33,1838,2.0,1.0,5,12673360
karapakkam,family,0,other,elo,paved,RH,42,1680,2.0,2.0,4,7872500
anna nagar,adjland,1,house,elo,gravel,RM,6,1617,1.0,1.0,4,14115670
chrompet,abnormal,0,other,allpub,gravel,RH,16,927,1.0,1.0,3,8368990
adyar,partial,0,commercial,elo,gravel,RM,33,873,1.0,1.0,3,12099995
anna nagar,partial,1,commercial,allpub,noaccess,RM,9,1841,2.0,1.0,5,21252230
karapakkam,adjland,0,other,elo,noaccess,C,22,712,1.0,1.0,2,3833500
anna nagar,family,1,other,elo,noaccess,RL,42,1860,2.0,1.0,5,13463390
velachery,adjland,0,house,elo,noaccess,A,47,1774,2.0,1.0,4,6468090
anna nagar,normalsale,1,commercial,nosewr,gravel,RM,11,1781,1.0,1.0,4,22007470
kk nagar,normalsale,1,house,nosewr,gravel,RH,19,1351,2.0,1.0,4,9284180
kk nagar,partial,0,house,allpub,paved,RL,13,2263,4.0,2.0,6,11050660
kk nagar,abnormal,0,other,allpub,paved,RM,21,1956,3.0,2.0,5,11633740
karapakkam,family,1,other,elo,noaccess,RM,43,1199,1.0,1.0,3,8061375
chrompet,normalsale,1,commercial,nosewr,noaccess,RL,17,960,1.0,1.0,3,12145750
karapakkam,family,0,commercial,nosewr,paved,RL,24,1053,1.0,1.0,3,9221000
kk nagar,family,1,commercial,allpub,paved,RL,15,1944,3.0,2.0,5,16666700
chrompet,adjland,0,other,nosewr,noaccess,RM,27,780,1.0,1.0,2,7685050
velachery,abnormal,1,other,nosewr,paved,A,43,1868,3.0,2.0,5,9188710
karapakkam,partial,1,house,allpub,noaccess,RM,15,511,1.0,1.0,2,6479750
adyar,adjland,0,commercial,elo,gravel,C,11,951,1.0,1.0,3,11174665
chrompet,partial,0,house,nosewr,paved,RM,15,1150,1.0,1.0,3,9120250
anna nagar,normalsale,1,house,elo,gravel,RM,12,1758,1.0,1.0,4,14289740
karapakkam,adjland,1,house,elo,gravel,RH,8,703,1.0,1.0,2,7240500
chrompet,adjland,0,house,allpub,noaccess,RL,21,973,1.0,1.0,3,7935350
adyar,adjland,1,commercial,allpub,gravel,RH,16,1128,1.0,1.0,3,15093640
karapakkam,adjland,1,house,nosewr,noaccess,RL,39,578,1.0,1.0,2,5754250
t nagar,partial,0,other,nosewr,noaccess,RL,13,1669,1.0,1.0,4,12021830
adyar,family,1,house,nosewr,noaccess,C,5,1096,1.0,1.0,3,7537975
anna nagar,partial,0,other,nosewr,noaccess,RH,13,1595,1.0,1.0,4,10854110
anna nagar,abnormal,1,other,nosewr,gravel,RM,22,1825,2.0,1.0,5,15603340
chrompet,family,1,other,allpub,noaccess,RL,15,1298,2.0,1.0,4,10636110
t nagar,normalsale,0,house,nosewr,noaccess,RL,44,1812,2.0,1.0,5,11643180
karapakkam,adjland,1,commercial,allpub,noaccess,RL,36,975,1.0,1.0,3,9577000
kk nagar,abnormal,0,house,allpub,gravel,RM,21,1830,3.0,2.0,5,10916420
karapakkam,family,0,commercial,nosewr,noaccess,A,30,1054,1.0,1.0,3,6235500
anna nagar,family,0,house,allpub,noaccess,RL,30,1852,2.0,1.0,5,11827050
chrompet,normalsale,1,house,elo,gravel,RH,26,1057,1.0,1.0,3,8931100
anna nagar,adjland,1,house,nosewr,gravel,RM,44,1616,1.0,1.0,4,13510630
velachery,adjland,1,house,nosewr,gravel,A,54,1500,2.0,1.0,4,7628730
chrompet,normalsale,0,other,nosewr,gravel,RM,37,750,1.0,1.0,2,8287250
chrompet,adjland,1,other,allpub,noaccess,RL,38,1262,2.0,1.0,4,10381640
anna nagar,normalsale,1,other,allpub,noaccess,RH,34,1700,1.0,1.0,4,12556130
anna nagar,adjland,1,commercial,allpub,noaccess,RM,9,1605,1.0,1.0,4,19978530
chrompet,partial,0,house,nosewr,noaccess,RH,20,1192,1.0,1.0,3,7363600
chrompet,partial,0,house,allpub,noaccess,RL,40,1199,1.0,1.0,3,7759200
chrompet,normalsale,0,other,nosewr,gravel,RL,14,980,1.0,1.0,3,9160100
velachery,adjland,1,commercial,nosewr,paved,RM,43,1539,2.0,1.0,4,15053510
chrompet,adjland,1,commercial,allpub,gravel,RL,19,824,1.0,1.0,3,12555850
chrompet,family,1,house,elo,noaccess,RL,18,1124,1.0,1.0,3,8744300
karapakkam,adjland,0,commercial,elo,gravel,RL,8,1397,2.0,2.0,4,12212000
kk nagar,normalsale,0,house,nosewr,gravel,RL,17,1419,2.0,1.0,4,8975540
karapakkam,partial,0,other,nosewr,gravel,C,23,1214,1.0,1.0,3,6152500
kk nagar,family,0,other,allpub,gravel,RM,5,1512,2.0,1.0,4,10831740
karapakkam,abnormal,0,other,elo,paved,I,8,574,1.0,1.0,2,4626250
karapakkam,normalsale,0,commercial,nosewr,paved,C,5,1446,2.0,2.0,4,9942750
chrompet,abnormal,1,commercial,allpub,noaccess,RH,8,1138,1.0,1.0,3,13038800
t nagar,adjland,1,commercial,nosewr,noaccess,RH,35,1773,1.0,1.0,4,19467250
chrompet,family,0,house,allpub,noaccess,RL,22,879,1.0,1.0,3,7056300
velachery,abnormal,1,other,nosewr,gravel,RM,49,1744,2.0,1.0,4,11948330
kk nagar,abnormal,1,house,nosewr,gravel,RL,30,1751,2.0,1.0,4,10660400
karapakkam,normalsale,1,house,elo,noaccess,RL,23,1541,2.0,2.0,4,8361750
