AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
kk nagar,family,0,house,allpub,gravel,RH,18,2375,26,4.0,2.0,6,11381360
karapakkam,normalsale,0,house,nosewr,paved,RL,5,910,190,1.0,1.0,3,6721750
t nagar,partial,1,commercial,nosewr,gravel,RM,24,1849,93,2.0,1.0,5,22084180
chrompet,partial,0,commercial,nosewr,noaccess,RH,5,1220,36,2.0,1.0,4,12394750
adyar,normalsale,0,other,nosewr,noaccess,RM,18,1274,79,2.0,2.0,4,10588470
chrompet,family,1,house,nosewr,gravel,RM,7,853,125,1.0,1.0,3,9872250
velachery,adjland,0,house,allpub,paved,RM,11,1542,144,2.0,1.0,4,10158220
anna nagar,partial,1,other,nosewr,paved,RL,23,1845,57,2.0,1.0,5,14408010
chrompet,adjland,0,other,nosewr,gravel,RH,30,1239,75,2.0,1.0,4,9819130
karapakkam,family,0,commercial,nosewr,paved,RM,9,1387,188,2.0,2.0,4,11894750
kk nagar,abnormal,0,house,allpub,paved,RM,24,1626,188,2.0,1.0,4,9680280
chrompet,normalsale,0,house,allpub,paved,RM,13,910,158,1.0,1.0,3,8709750
velachery,normalsale,0,commercial,allpub,noaccess,C,50,1781,109,2.0,1.0,4,12296550
chrompet,partial,1,other,nosewr,gravel,RH,29,1182,38,1.0,1.0,3,10039090
karapakkam,abnormal,0,house,elo,paved,A,29,967,152,1.0,1.0,3,3891250
adyar,abnormal,1,other,elo,noaccess,RL,16,628,121,1.0,1.0,2,7603540
karapakkam,normalsale,0,commercial,elo,paved,RL,27,964,170,1.0,1.0,3,8814250
velachery,adjland,1,other,nosewr,paved,RM,5,1760,108,2.0,1.0,4,12544800
kk nagar,normalsale,0,house,nosewr,gravel,RM,23,1731,191,2.0,1.0,4,10256260
karapakkam,abnormal,1,house,nosewr,paved,A,16,737,160,1.0,1.0,2,4484500
velachery,abnormal,1,commercial,nosewr,gravel,I,53,1961,34,3.0,2.0,5,15931810
chrompet,normalsale,1,commercial,nosewr,noaccess,RH,20,1055,7,1.0,1.0,3,12069000
adyar,partial,1,house,nosewr,noaccess,C,25,1059,152,1.0,1.0,3,6787275
adyar,partial,0,house,elo,paved,RM,20,1272,102,2.0,2.0,4,9889600
karapakkam,normalsale,0,house,allpub,gravel,A,9,817,182,1.0,1.0,2,4667250
adyar,partial,1,commercial,elo,paved,A,35,967,194,1.0,1.0,3,10008525
chrompet,partial,1,other,nosewr,noaccess,RL,15,1276,92,2.0,1.0,4,10309370
velachery,family,0,commercial,elo,paved,C,41,1749,154,2.0,1.0,4,12450220
kk nagar,partial,1,house,nosewr,gravel,RL,14,2397,5,4.0,2.0,6,12753880
chrompet,abnormal,1,house,nosewr,noaccess,RM,40,1226,91,2.0,1.0,4,9864800
chrompet,abnormal,1,commercial,elo,gravel,RM,9,1097,121,1.0,1.0,3,14874950
velachery,abnormal,0,commercial,elo,noaccess,I,51,1503,58,2.0,1.0,4,10769370
anna nagar,normalsale,1,commercial,elo,paved,RL,7,1792,62,1.0,1.0,4,20823790
anna nagar,family,1,commercial,allpub,paved,RL,20,1760,34,1.0,1.0,4,20346350
karapakkam,family,1,other,elo,noaccess,RM,43,1199,122,1.0,1.0,3,8061375
chrompet,family,0,house,nosewr,noaccess,RL,39,973,156,1.0,1.0,3,6946250
t nagar,abnormal,0,commercial,allpub,paved,RM,18,1709,140,1.0,1.0,4,19959060
adyar,family,0,house,elo,paved,RM,32,878,181,1.0,1.0,3,8216980
kk nagar,partial,0,commercial,allpub,gravel,RH,21,2366,0,4.0,2.0,6,17739020
velachery,normalsale,0,other,nosewr,paved,RL,18,1749,177,2.0,1.0,4,10236960
velachery,family,0,commercial,nosewr,gravel,RM,44,1713,69,2.0,1.0,4,15030780
t nagar,adjland,1,other,allpub,gravel,RL,5,1984,156,2.0,1.0,5,16766120
adyar,normalsale,0,commercial,nosewr,noaccess,RL,24,870,94,1.0,1.0,3,10671275
chrompet,adjland,1,other,nosewr,noaccess,RM,5,1121,32,1.0,1.0,3,10768720
anna nagar,family,0,house,nosewr,paved,RH,44,1631,137,1.0,1.0,4,10323980
adyar,partial,1,house,nosewr,paved,RL,15,1134,133,1.0,1.0,3,9685425
karapakkam,family,0,commercial,elo,noaccess,C,31,624,34,1.0,1.0,2,4396250
velachery,abnormal,1,commercial,elo,paved,I,24,1579,58,2.0,1.0,4,13364730
velachery,partial,0,commercial,elo,paved,A,51,1882,179,3.0,2.0,5,12402070
karapakkam,family,0,house,nosewr,paved,C,29,1563,192,2.0,2.0,4,6192250
velachery,abnormal,0,house,nosewr,gravel,A,54,1553,158,2.0,1.0,4,6524930
velachery,abnormal,1,other,nosewr,gravel,A,6,1699,55,2.0,1.0,4,9706720
t nagar,family,1,commercial,allpub,gravel,RM,35,1973,63,2.0,1.0,5,23307000
chrompet,normalsale,0,house,nosewr,noaccess,RM,16,792,16,1.0,1.0,2,7387600
t nagar,partial,1,house,nosewr,noaccess,RM,8,1688,171,1.0,1.0,4,12872810
anna nagar,abnormal,1,commercial,elo,noaccess,RM,24,1549,173,1.0,1.0,4,18531930
karapakkam,partial,0,other,nosewr,noaccess,A,21,1057,49,1.0,1.0,3,3968625
karapakkam,partial,0,other,elo,paved,RM,40,731,60,1.0,1.0,2,6117625
chrompet,partial,1,other,nosewr,gravel,RM,40,980,124,1.0,1.0,3,10044600
anna nagar,abnormal,1,house,elo,noaccess,RL,19,1723,36,1.0,1.0,4,12305480
velachery,adjland,0,commercial,allpub,noaccess,RL,13,1625,78,2.0,1.0,4,14013210
kk nagar,family,1,commercial,allpub,gravel,RL,27,2423,164,4.0,2.0,6,19622340
karapakkam,partial,1,other,nosewr,paved,A,35,507,145,1.0,1.0,2,3602875
anna nagar,partial,1,other,elo,gravel,RH,8,1836,34,2.0,1.0,5,14331890
velachery,adjland,1,commercial,nosewr,gravel,C,12,1953,165,3.0,2.0,5,16495290
chrompet,adjland,0,house,elo,noaccess,RH,28,1235,177,2.0,1.0,4,7999200
kk nagar,abnormal,0,other,allpub,gravel,RH,16,2300,113,4.0,2.0,6,12369320
karapakkam,family,1,other,elo,noaccess,C,31,873,103,1.0,1.0,2,4806125
anna nagar,family,0,commercial,allpub,gravel,RL,35,1712,42,1.0,1.0,4,19337750
t nagar,adjland,0,other,nosewr,paved,RM,21,1806,48,2.0,1.0,5,14638800
kk nagar,family,1,house,nosewr,paved,RL,21,1874,91,3.0,2.0,5,10607620
adyar,abnormal,0,house,allpub,gravel,RM,14,944,38,1.0,1.0,3,9776410
adyar,family,0,other,elo,paved,C,13,1294,197,2.0,2.0,4,8627495
anna nagar,adjland,1,commercial,allpub,noaccess,RM,9,1605,8,1.0,1.0,4,19978530
kk nagar,adjland,0,commercial,allpub,paved,RH,15,1705,148,2.0,1.0,4,13976300
chrompet,abnormal,0,other,nosewr,noaccess,RM,9,802,161,1.0,1.0,3,7968490
karapakkam,abnormal,1,house,nosewr,noaccess,RL,36,559,68,1.0,1.0,2,5398500
chrompet,abnormal,0,other,nosewr,gravel,RH,22,948,132,1.0,1.0,3,8159260
velachery,partial,1,commercial,nosewr,paved,RH,34,1605,3,2.0,1.0,4,13759280
chrompet,abnormal,1,other,elo,gravel,RL,10,1300,111,2.0,1.0,4,11613500
velachery,partial,1,house,elo,noaccess,RH,15,1849,190,3.0,2.0,5,9487400
kk nagar,adjland,1,commercial,nosewr,gravel,RH,11,1865,141,3.0,2.0,5,16440220
karapakkam,partial,0,other,elo,noaccess,RH,30,545,154,1.0,1.0,2,3854375
anna nagar,family,1,commercial,allpub,paved,RM,25,1958,141,2.0,1.0,5,22744800
chrompet,normalsale,1,house,nosewr,noaccess,RH,32,1173,27,1.0,1.0,3,8196400
karapakkam,partial,0,other,allpub,paved,C,36,679,44,1.0,1.0,2,3924125
karapakkam,partial,1,house,allpub,noaccess,RL,32,573,91,1.0,1.0,2,5582500
velachery,adjland,1,house,allpub,gravel,RL,47,1841,37,3.0,2.0,5,11492190
chrompet,abnormal,1,commercial,nosewr,noaccess,RH,31,999,118,1.0,1.0,3,11486650
adyar,abnormal,0,house,nosewr,gravel,RH,30,1276,188,2.0,2.0,4,9314850
adyar,abnormal,1,commercial,nosewr,noaccess,I,35,969,104,1.0,1.0,3,11157225
karapakkam,partial,1,house,allpub,noaccess,RH,18,955,40,1.0,1.0,3,6221000
t nagar,family,1,other,nosewr,noaccess,RH,11,1601,75,1.0,1.0,4,12227500
adyar,abnormal,1,house,elo,noaccess,C,19,988,137,1.0,1.0,3,6881585
karapakkam,normalsale,1,house,allpub,noaccess,RH,43,1356,100,2.0,2.0,4,7243250
karapakkam,abnormal,1,other,elo,noaccess,RM,25,1655,89,2.0,2.0,4,9837875
velachery,abnormal,0,commercial,elo,noaccess,C,18,1842,19,3.0,2.0,5,12930060
karapakkam,normalsale,0,other,nosewr,paved,C,44,883,1,1.0,1.0,2,4491625
chrompet,family,0,commercial,nosewr,paved,RM,28,1105,179,1.0,1.0,3,12997600
velachery,abnormal,1,house,nosewr,gravel,RL,8,1914,198,3.0,2.0,5,11781260
velachery,adjland,0,other,nosewr,paved,RH,14,1522,31,2.0,1.0,4,9268680
karapakkam,abnormal,0,house,nosewr,gravel,RL,23,1058,132,1.0,1.0,3,7370250
kk nagar,normalsale,0,house,allpub,gravel,RM,15,2435,47,4.0,2.0,6,12911300
chrompet,normalsale,1,house,nosewr,gravel,RM,4,1299,104,2.0,1.0,4,11845200
t nagar,family,0,commercial,nosewr,paved,RL,13,1809,192,2.0,1.0,5,20034510
velachery,adjland,0,other,nosewr,paved,A,23,1537,116,2.0,1.0,4,7626210
chrompet,family,0,house,nosewr,gravel,RM,12,937,137,1.0,1.0,3,9037200
t nagar,partial,1,house,elo,noaccess,RM,16,1914,105,2.0,1.0,5,13409070
kk nagar,abnormal,1,house,nosewr,gravel,RH,27,1511,68,2.0,1.0,4,9579340
anna nagar,abnormal,0,house,nosewr,noaccess,RM,42,1587,147,1.0,1.0,4,10880340
chrompet,abnormal,0,commercial,allpub,noaccess,RM,30,1066,176,1.0,1.0,3,12406100
kk nagar,adjland,1,commercial,nosewr,paved,RL,30,1422,117,2.0,1.0,4,13472800
karapakkam,family,1,commercial,nosewr,noaccess,A,38,1246,31,1.0,1.0,3,7957500
velachery,partial,1,house,elo,gravel,RL,27,1831,64,3.0,2.0,5,10849240
kk nagar,family,1,commercial,allpub,paved,RH,21,2174,4,3.0,2.0,5,17144820
velachery,family,0,house,elo,paved,I,11,1794,109,2.0,1.0,4,8474920
anna nagar,partial,0,commercial,nosewr,gravel,RM,22,1965,156,2.0,1.0,5,22217590
adyar,adjland,1,commercial,nosewr,paved,C,12,877,58,1.0,1.0,3,11229080
anna nagar,adjland,0,commercial,allpub,paved,RH,15,1537,16,1.0,1.0,4,17670400
kk nagar,adjland,1,house,allpub,gravel,RM,22,2372,164,4.0,2.0,6,13851040
kk nagar,family,1,house,nosewr,paved,RH,20,1986,9,3.0,2.0,5,10509200
adyar,partial,0,other,allpub,noaccess,A,28,1178,109,1.0,1.0,3,6652020
kk nagar,adjland,1,house,nosewr,paved,RH,20,1533,61,2.0,1.0,4,9357800
chrompet,normalsale,1,commercial,nosewr,paved,RL,19,961,110,1.0,1.0,3,12661850
anna nagar,abnormal,1,house,elo,gravel,RL,45,1610,182,1.0,1.0,4,12364800
kk nagar,partial,0,commercial,nosewr,paved,RL,7,1330,115,1.0,1.0,3,11868140
karapakkam,family,1,other,allpub,noaccess,I,12,785,116,1.0,1.0,2,5752875
t nagar,family,0,commercial,nosewr,noaccess,RH,38,1781,187,1.0,1.0,4,17959010
chrompet,partial,0,commercial,nosewr,paved,RL,12,1020,95,1.0,1.0,3,12046000
karapakkam,family,0,house,allpub,paved,RH,21,1495,91,2.0,2.0,4,7484250
kk nagar,partial,1,commercial,nosewr,paved,RH,12,1532,60,2.0,1.0,4,13405440
adyar,adjland,1,commercial,elo,gravel,C,26,1003,49,1.0,1.0,3,12344390
kk nagar,adjland,1,other,nosewr,paved,RL,10,2014,181,3.0,2.0,5,12459280
t nagar,family,1,other,nosewr,noaccess,RM,39,1790,175,1.0,1.0,4,13715380
velachery,family,0,other,nosewr,paved,RM,26,1730,162,2.0,1.0,4,10616020
karapakkam,partial,1,other,allpub,gravel,RH,30,1210,66,1.0,1.0,3,8333250
karapakkam,family,1,commercial,allpub,noaccess,I,37,1609,123,2.0,2.0,4,11274750
anna nagar,adjland,1,house,nosewr,gravel,RH,44,1665,40,1.0,1.0,4,12639580
kk nagar,abnormal,1,house,allpub,gravel,RL,20,1771,64,2.0,1.0,4,11090200
velachery,adjland,0,other,elo,gravel,RH,40,1943,68,3.0,2.0,5,10774250
adyar,abnormal,1,house,nosewr,gravel,RL,26,1120,101,1.0,1.0,3,10439690
velachery,partial,1,house,elo,paved,A,10,1901,93,3.0,2.0,5,8567050
chrompet,abnormal,0,commercial,nosewr,paved,RM,7,1079,105,1.0,1.0,3,13447650
chrompet,partial,1,house,allpub,gravel,RL,32,1045,172,1.0,1.0,3,9480000
chrompet,adjland,0,house,nosewr,noaccess,RM,20,983,132,1.0,1.0,3,8291600
kk nagar,normalsale,0,house,allpub,gravel,RL,24,2155,151,3.0,2.0,5,11217480
t nagar,abnormal,1,other,nosewr,paved,RL,21,1790,82,1.0,1.0,4,14241820
velachery,partial,1,other,elo,gravel,A,30,1902,180,3.0,2.0,5,9658000
karapakkam,normalsale,1,house,elo,noaccess,RL,23,1541,192,2.0,2.0,4,8361750
chrompet,partial,1,house,allpub,noaccess,RM,4,1155,42,1.0,1.0,3,9782000
kk nagar,abnormal,1,house,nosewr,gravel,RM,15,1688,148,2.0,1.0,4,11412700
chrompet,family,0,other,allpub,gravel,RH,6,1032,77,1.0,1.0,3,9108940
chrompet,adjland,1,commercial,allpub,paved,RL,39,1015,85,1.0,1.0,3,13076450
chrompet,abnormal,0,commercial,allpub,noaccess,RH,24,856,158,1.0,1.0,3,9656600
kk nagar,partial,0,commercial,nosewr,paved,RH,8,1488,185,2.0,1.0,4,11991960
karapakkam,family,0,house,elo,gravel,RL,5,1533,118,2.0,2.0,4,8756250
adyar,abnormal,1,other,nosewr,noaccess,RH,15,845,122,1.0,1.0,3,8397025
chrompet,abnormal,1,commercial,elo,noaccess,RM,39,1002,39,1.0,1.0,3,12419450
velachery,abnormal,1,commercial,nosewr,paved,RH,24,1735,182,2.0,1.0,4,15000180
kk nagar,normalsale,1,other,allpub,paved,RH,5,1566,113,2.0,1.0,4,10362620
anna nagar,normalsale,1,commercial,nosewr,gravel,RL,33,1761,146,1.0,1.0,4,20817260
anna nagar,partial,0,house,nosewr,gravel,RM,32,1574,128,1.0,1.0,4,11855940
anna nagar,family,0,commercial,nosewr,paved,RM,26,1770,49,1.0,1.0,4,19844870
velachery,family,1,commercial,nosewr,gravel,RL,13,1954,9,3.0,2.0,5,17695060
chrompet,adjland,0,other,allpub,noaccess,RH,30,1032,136,1.0,1.0,3,7929540
velachery,family,0,commercial,allpub,paved,RH,55,1558,49,2.0,1.0,4,12564350
adyar,family,0,house,nosewr,gravel,I,9,603,188,1.0,1.0,2,6185335
t nagar,normalsale,1,commercial,elo,paved,RM,4,1901,83,2.0,1.0,5,22629400
adyar,abnormal,0,house,nosewr,paved,I,40,603,181,1.0,1.0,2,5342000
adyar,normalsale,0,commercial,elo,paved,RL,34,1232,95,2.0,2.0,4,14104610
anna nagar,partial,0,house,nosewr,noaccess,RM,41,1781,177,1.0,1.0,4,11430420
chrompet,adjland,0,commercial,nosewr,gravel,RH,39,857,146,1.0,1.0,3,10677650
karapakkam,normalsale,1,house,nosewr,gravel,RM,49,762,87,1.0,1.0,2,7675750
chrompet,adjland,0,other,allpub,gravel,RL,13,1001,1,1.0,1.0,3,9724320
chrompet,partial,1,other,nosewr,gravel,RH,9,785,192,1.0,1.0,2,8485200
kk nagar,family,0,commercial,allpub,gravel,RH,10,2322,40,4.0,2.0,6,17790400
anna nagar,family,1,house,nosewr,noaccess,RL,13,1779,114,1.0,1.0,4,12352710
chrompet,partial,0,other,nosewr,paved,RL,12,727,93,1.0,1.0,2,7135990
chrompet,normalsale,0,house,elo,noaccess,RM,24,780,94,1.0,1.0,2,7060000
chrompet,abnormal,1,other,nosewr,noaccess,RH,22,1097,126,1.0,1.0,3,8929390
chrompet,normalsale,1,other,allpub,gravel,RL,35,887,137,1.0,1.0,3,9510440
karapakkam,abnormal,1,house,nosewr,gravel,RM,33,1435,76,2.0,2.0,4,9753250
adyar,family,1,house,nosewr,noaccess,A,6,1072,66,1.0,1.0,3,6607690
velachery,normalsale,1,other,nosewr,noaccess,I,5,1964,128,3.0,2.0,5,10705950
t nagar,partial,0,other,nosewr,noaccess,RH,5,1584,184,1.0,1.0,4,11173220
chrompet,normalsale,0,house,elo,gravel,RM,34,1125,131,1.0,1.0,3,9365500
karapakkam,normalsale,0,house,nosewr,paved,RH,31,1624,28,2.0,2.0,4,7651250
anna nagar,family,0,other,nosewr,paved,RH,45,1754,118,1.0,1.0,4,11960070
velachery,partial,1,commercial,nosewr,noaccess,RM,37,1850,114,3.0,2.0,5,15746590
adyar,family,1,commercial,nosewr,gravel,RL,24,1251,61,2.0,2.0,4,15965260
chrompet,family,1,commercial,elo,noaccess,RH,35,1218,163,2.0,1.0,4,12919650
karapakkam,normalsale,0,house,nosewr,gravel,I,30,1402,112,2.0,2.0,4,6966500
velachery,family,0,other,allpub,gravel,A,45,1537,71,2.0,1.0,4,7468400
kk nagar,adjland,0,commercial,nosewr,gravel,RM,8,2025,3,3.0,2.0,5,17645160
kk nagar,normalsale,0,commercial,allpub,gravel,RH,30,2443,169,4.0,2.0,6,18334400
adyar,family,0,commercial,nosewr,gravel,RM,34,648,143,1.0,1.0,2,10374210
kk nagar,abnormal,1,commercial,nosewr,gravel,RL,16,1702,18,2.0,1.0,4,15596520
kk nagar,normalsale,1,other,allpub,gravel,RL,8,1562,156,2.0,1.0,4,11486800
velachery,partial,0,house,nosewr,gravel,RL,21,1719,77,2.0,1.0,4,9540370
velachery,family,1,other,elo,gravel,RH,9,1615,168,2.0,1.0,4,10873880
karapakkam,adjland,1,house,nosewr,gravel,RH,38,758,43,1.0,1.0,2,6988500
velachery,abnormal,1,commercial,nosewr,noaccess,C,16,1928,186,3.0,2.0,5,14686020
velachery,family,1,commercial,nosewr,gravel,I,50,1838,139,3.0,2.0,5,15086550
kk nagar,partial,0,commercial,nosewr,paved,RH,28,2407,43,4.0,2.0,6,17099760
anna nagar,family,1,commercial,elo,gravel,RM,29,1833,78,2.0,1.0,5,21926630
velachery,family,1,house,nosewr,gravel,I,7,1558,35,2.0,1.0,4,9470890
anna nagar,normalsale,1,commercial,nosewr,noaccess,RH,15,1581,143,1.0,1.0,4,18011000
karapakkam,abnormal,1,commercial,nosewr,noaccess,RH,6,937,133,1.0,1.0,3,9038500
anna nagar,adjland,0,house,allpub,paved,RL,24,1973,133,2.0,1.0,5,13511380
chrompet,partial,0,commercial,elo,gravel,RM,4,1068,194,1.0,1.0,3,13426800
t nagar,adjland,0,other,elo,paved,RM,16,1848,33,2.0,1.0,5,14772160
chrompet,partial,1,commercial,nosewr,noaccess,RM,11,1103,26,1.0,1.0,3,13622050
kk nagar,abnormal,1,commercial,nosewr,paved,RH,27,1706,67,2.0,1.0,4,14400140
t nagar,family,1,other,nosewr,noaccess,RL,28,1853,57,2.0,1.0,5,13928950
karapakkam,family,1,other,nosewr,gravel,C,47,552,62,1.0,1.0,2,4950250
kk nagar,abnormal,1,other,nosewr,paved,RM,14,2252,50,4.0,2.0,6,13672720
velachery,abnormal,1,other,nosewr,noaccess,RL,47,1685,105,2.0,1.0,4,9852290
anna nagar,adjland,1,commercial,allpub,noaccess,RH,43,1625,192,1.0,1.0,4,18316110
velachery,partial,0,house,nosewr,noaccess,C,21,1726,19,2.0,1.0,4,6804640
chrompet,family,0,house,nosewr,paved,RL,18,1136,139,1.0,1.0,3,8655900
anna nagar,partial,0,commercial,allpub,paved,RL,15,1507,193,1.0,1.0,4,17294550
karapakkam,abnormal,0,house,allpub,gravel,C,17,522,95,1.0,1.0,2,4362750
chrompet,adjland,0,other,allpub,gravel,RL,13,1000,80,1.0,1.0,3,9869950
anna nagar,partial,1,house,nosewr,gravel,RH,39,1636,71,1.0,1.0,4,11781050
t nagar,normalsale,1,house,allpub,gravel,RM,24,1984,78,2.0,1.0,5,15492080
anna nagar,partial,1,commercial,allpub,gravel,RL,26,1877,4,2.0,1.0,5,21810920
anna nagar,normalsale,0,commercial,elo,noaccess,RM,34,1662,152,1.0,1.0,4,18293830
karapakkam,normalsale,1,commercial,allpub,paved,RH,31,724,77,1.0,1.0,2,8033250
karapakkam,normalsale,1,other,nosewr,noaccess,RM,46,1003,104,1.0,1.0,3,7681125
velachery,partial,1,other,allpub,gravel,RH,51,1668,15,2.0,1.0,4,10249920
karapakkam,abnormal,0,house,nosewr,noaccess,RM,27,532,78,1.0,1.0,2,5283250
velachery,normalsale,0,other,allpub,paved,RL,29,1835,88,3.0,2.0,5,10722580
t nagar,abnormal,0,commercial,nosewr,gravel,RL,30,1911,194,2.0,1.0,5,21220250
kk nagar,partial,0,house,allpub,gravel,RM,12,1328,72,1.0,1.0,3,9235640
chrompet,adjland,1,house,nosewr,gravel,RH,35,1155,158,1.0,1.0,3,9546450
velachery,partial,1,house,elo,noaccess,RM,6,1917,182,3.0,2.0,5,11081520
karapakkam,adjland,0,other,nosewr,gravel,RM,40,684,54,1.0,1.0,2,7145500
adyar,partial,1,other,nosewr,noaccess,RM,25,807,185,1.0,1.0,3,8696375
chrompet,adjland,1,commercial,elo,paved,RH,28,1052,78,1.0,1.0,3,12772400
chrompet,partial,0,commercial,elo,paved,RH,29,810,24,1.0,1.0,3,9352750
karapakkam,adjland,1,commercial,nosewr,paved,C,24,1273,152,1.0,1.0,3,10024000
velachery,abnormal,0,other,elo,noaccess,I,15,1635,74,2.0,1.0,4,8083650
anna nagar,family,0,commercial,nosewr,noaccess,RL,19,1981,126,2.0,1.0,5,20697180
chrompet,adjland,0,other,elo,gravel,RH,5,1188,9,1.0,1.0,3,9797510
anna nagar,adjland,0,commercial,elo,noaccess,RH,33,1841,49,2.0,1.0,5,18976810
adyar,partial,1,house,nosewr,paved,C,7,985,159,1.0,1.0,3,7379505
chrompet,normalsale,0,commercial,nosewr,paved,RH,16,758,169,1.0,1.0,2,9440800
chrompet,abnormal,1,commercial,allpub,gravel,RM,5,947,37,1.0,1.0,3,14095950
chrompet,normalsale,0,house,elo,gravel,RL,3,1068,141,1.0,1.0,3,9085400
chrompet,partial,0,house,nosewr,noaccess,RM,39,1165,108,1.0,1.0,3,8196250
chrompet,normalsale,0,house,elo,gravel,RH,20,774,2,1.0,1.0,2,6857200
karapakkam,partial,1,house,nosewr,paved,RH,49,527,147,1.0,1.0,2,5173250
karapakkam,family,0,other,elo,paved,A,5,1230,93,1.0,1.0,3,5436000
adyar,abnormal,0,other,elo,gravel,RM,26,1217,134,2.0,2.0,4,11226890
kk nagar,normalsale,1,other,nosewr,gravel,RM,13,1471,19,2.0,1.0,4,11350880
anna nagar,abnormal,1,other,elo,paved,RL,36,1890,39,2.0,1.0,5,14449620
velachery,adjland,1,house,elo,gravel,I,27,1578,57,2.0,1.0,4,9489290
adyar,family,0,house,nosewr,paved,RH,33,1070,70,1.0,1.0,3,7770395
adyar,partial,1,house,nosewr,noaccess,I,35,1243,21,2.0,2.0,4,8270125
karapakkam,adjland,1,other,nosewr,noaccess,RM,7,1346,192,2.0,2.0,4,9786000
karapakkam,partial,0,commercial,allpub,gravel,RL,27,1287,140,1.0,1.0,3,10931250
kk nagar,adjland,1,commercial,nosewr,gravel,RL,19,1817,74,3.0,2.0,5,16485600
adyar,partial,0,commercial,elo,noaccess,RM,20,655,130,1.0,1.0,2,9236700
velachery,family,0,commercial,elo,paved,I,53,1532,80,2.0,1.0,4,11452010
velachery,normalsale,0,house,allpub,gravel,RH,26,1653,178,2.0,1.0,4,9320670
chrompet,abnormal,1,house,nosewr,paved,RM,6,773,184,1.0,1.0,2,8824900
karapakkam,normalsale,1,other,nosewr,paved,I,30,721,47,1.0,1.0,2,5710375
karapakkam,normalsale,0,house,allpub,noaccess,RL,49,1511,88,2.0,2.0,4,7032250
anna nagar,partial,1,other,allpub,paved,RM,28,1863,132,2.0,1.0,5,15082700
chrompet,adjland,0,other,elo,paved,RM,37,1289,106,2.0,1.0,4,10569880
chrompet,partial,0,commercial,nosewr,paved,RH,12,837,152,1.0,1.0,3,9853200
chrompet,adjland,1,other,allpub,gravel,RM,5,1257,108,2.0,1.0,4,12851040
velachery,adjland,1,other,nosewr,noaccess,RH,49,1630,72,2.0,1.0,4,9492280
chrompet,partial,0,commercial,allpub,noaccess,RL,17,1203,171,2.0,1.0,4,12925550
velachery,partial,1,other,nosewr,noaccess,RL,28,1837,52,3.0,2.0,5,10626810
chrompet,partial,1,other,nosewr,gravel,RM,7,1003,103,1.0,1.0,3,10831360
kk nagar,abnormal,1,commercial,allpub,paved,RH,8,1942,4,3.0,2.0,5,16318360
anna nagar,abnormal,0,other,nosewr,noaccess,RH,33,1570,68,1.0,1.0,4,10738110
anna nagar,partial,0,other,nosewr,gravel,RL,38,1822,195,2.0,1.0,5,13460520
karapakkam,partial,1,house,nosewr,gravel,I,25,841,187,1.0,1.0,2,6266250
kk nagar,partial,0,commercial,nosewr,paved,RH,25,1614,79,2.0,1.0,4,12538900
karapakkam,family,1,house,allpub,noaccess,C,9,1070,2,1.0,1.0,3,5702750
chrompet,adjland,0,commercial,allpub,paved,RH,29,1186,200,1.0,1.0,3,13042550
chrompet,family,1,other,elo,paved,RM,33,1161,58,1.0,1.0,3,10586920
velachery,partial,1,house,nosewr,gravel,RL,13,1847,186,3.0,2.0,5,11256610
kk nagar,abnormal,0,commercial,allpub,paved,RH,23,2205,74,3.0,2.0,5,16473460
velachery,normalsale,1,house,nosewr,gravel,A,44,1869,173,3.0,2.0,5,8815630
chrompet,adjland,1,house,nosewr,paved,RM,19,746,128,1.0,1.0,2,8834250
anna nagar,normalsale,1,other,allpub,gravel,RM,25,1689,0,1.0,1.0,4,14993570
chrompet,normalsale,0,commercial,allpub,gravel,RL,26,1278,99,2.0,1.0,4,14597300
kk nagar,adjland,1,other,nosewr,paved,RM,24,2193,35,3.0,2.0,5,13491940
velachery,family,1,other,nosewr,noaccess,A,24,1576,169,2.0,1.0,4,7740130
karapakkam,adjland,0,commercial,allpub,noaccess,A,10,543,59,1.0,1.0,2,4521500
velachery,family,0,other,allpub,noaccess,RH,23,1630,86,2.0,1.0,4,8689410
adyar,normalsale,1,house,nosewr,noaccess,RM,35,840,97,1.0,1.0,3,8572425
karapakkam,partial,0,house,allpub,gravel,I,8,1257,72,1.0,1.0,3,6771500
velachery,adjland,0,other,nosewr,gravel,RM,16,1510,128,2.0,1.0,4,11077770
anna nagar,partial,1,house,allpub,paved,RM,9,1514,132,1.0,1.0,4,12776330
chrompet,family,1,other,nosewr,noaccess,RM,38,707,197,1.0,1.0,2,7972690
chrompet,abnormal,0,house,nosewr,noaccess,RM,12,725,3,1.0,1.0,2,7094000
kk nagar,adjland,1,other,nosewr,gravel,RH,12,1932,126,3.0,2.0,5,12182280
karapakkam,normalsale,1,house,allpub,noaccess,C,24,939,169,1.0,1.0,3,5326500
karapakkam,partial,1,other,elo,noaccess,A,6,901,40,1.0,1.0,3,4678875
chrompet,abnormal,0,house,elo,noaccess,RL,15,780,37,1.0,1.0,2,6544250
adyar,normalsale,0,other,allpub,noaccess,I,10,921,163,1.0,1.0,3,7178250
